sid,account_sid,resource_type,resource_sid,date_created,amount,currency,description
BLfa70811f4f0802a6,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM36ac8f3de50bac7c,2024-10-17T17:11:39.949Z,-0.0225,USD,SMS charge for SM36ac8f3de50bac7c
BL9642904408d419b1,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMab89edafd0c8410a,2023-08-30T09:12:02.625Z,-0.0075,USD,SMS charge for SMab89edafd0c8410a
BLdafb79cf3b2df955,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM5f4fa7a065f91358,2023-11-08T07:04:10.344Z,-0.0150,USD,SMS charge for SM5f4fa7a065f91358
BL35068778856a3cd9,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMf29221b43a771eb4,2024-12-27T23:53:38.663Z,-0.0225,USD,SMS charge for SMf29221b43a771eb4
BL3f489f2d9bfb88aa,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMcfedffce9492295a,2024-09-23T01:13:53.691Z,-0.0225,USD,SMS charge for SMcfedffce9492295a
BLa0dc913d0da58daa,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMcae81bdd0d56f18c,2024-08-13T04:26:16.933Z,-0.0225,USD,SMS charge for SMcae81bdd0d56f18c
BL5693679e1cb847e0,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM78e3f4d3cc537610,2026-03-17T11:02:10.545Z,-0.0225,USD,SMS charge for SM78e3f4d3cc537610
BL77ab8e772afa695b,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMd3c11c6dd816ecd7,2023-06-03T18:02:00.894Z,-0.0150,USD,SMS charge for SMd3c11c6dd816ecd7
BL23c99942c9ef407a,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMe51dceb76befcf47,2025-10-08T02:55:12.361Z,-0.0075,USD,SMS charge for SMe51dceb76befcf47
BL7f1ac18b340c478c,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM23b467969e6e45c2,2024-09-01T17:34:17.892Z,-0.0150,USD,SMS charge for SM23b467969e6e45c2
BL4f48c0a585326dff,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM48ec18a252c85972,2023-11-20T20:27:10.388Z,-0.0225,USD,SMS charge for SM48ec18a252c85972
BL51e244ce2b44b56b,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM5627d9f403873a03,2023-12-12T23:58:48.100Z,-0.0075,USD,SMS charge for SM5627d9f403873a03
BL1e68b1e80bbe3c04,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM6e24c3b65cbbd2da,2026-01-11T07:13:13.670Z,-0.0150,USD,SMS charge for SM6e24c3b65cbbd2da
BL4f85c0c13a269bd2,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMd0ac8d934cff4a37,2026-04-11T11:01:12.048Z,-0.0150,USD,SMS charge for SMd0ac8d934cff4a37
BL2d7f6177d5916432,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM9036f270f08129c2,2024-10-03T02:03:54.279Z,-0.0075,USD,SMS charge for SM9036f270f08129c2
BL866137169b6ccece,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMd90dd8f6984da29b,2024-09-09T11:42:30.060Z,-0.0075,USD,SMS charge for SMd90dd8f6984da29b
BL7975ee70fdbdc34a,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMa076e44c9f988a45,2025-07-25T06:52:34.550Z,-0.0150,USD,SMS charge for SMa076e44c9f988a45
BL2885c1760eb75946,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM8537f3babb3e79b8,2025-02-13T22:57:11.585Z,-0.0150,USD,SMS charge for SM8537f3babb3e79b8
BL399fb87ae3a285c4,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM5a682098277af7ec,2025-05-30T10:34:41.597Z,-0.0150,USD,SMS charge for SM5a682098277af7ec
BLd66bc31ec7b9624f,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM3edf6f0c31366a2e,2025-02-18T22:34:55.956Z,-0.0225,USD,SMS charge for SM3edf6f0c31366a2e
BL1a4e1abcb51fbc56,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMf94402c0759a5149,2025-11-09T07:22:25.545Z,-0.0225,USD,SMS charge for SMf94402c0759a5149
BLa5ca229bb09094f2,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM19de927e5fa31117,2024-12-16T15:06:14.069Z,-0.0225,USD,SMS charge for SM19de927e5fa31117
BL0eb115642b34cfe4,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM05123095dddbbfbb,2025-10-25T04:07:23.120Z,-0.0225,USD,SMS charge for SM05123095dddbbfbb
BL2b56d1603806ce39,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM127c9ac407e9badd,2025-06-04T01:57:05.222Z,-0.0225,USD,SMS charge for SM127c9ac407e9badd
BL83cca04eb563cadd,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMacd3acd892b46571,2025-07-10T16:15:07.867Z,-0.0150,USD,SMS charge for SMacd3acd892b46571
BL6a548659558a0ae2,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMa0cfa8649538c689,2024-04-19T03:32:12.535Z,-0.0225,USD,SMS charge for SMa0cfa8649538c689
BLe1379ee9520f6e61,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM20e75cb4324fb22e,2024-09-26T10:24:47.230Z,-0.0225,USD,SMS charge for SM20e75cb4324fb22e
BLf0b1a73778d37f40,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM15806f56a3109168,2024-06-16T06:58:33.450Z,-0.0150,USD,SMS charge for SM15806f56a3109168
BLbe17fd22f650e6dc,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM3dbc92f1aa777a92,2026-02-19T12:04:34.919Z,-0.0225,USD,SMS charge for SM3dbc92f1aa777a92
BL7ffd7a39914a0d37,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM8197e7011683e9b6,2023-05-22T01:38:27.347Z,-0.0075,USD,SMS charge for SM8197e7011683e9b6
BL055f4f2db9feea5e,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM9e957b126a4b0f02,2023-05-09T04:03:58.156Z,-0.0150,USD,SMS charge for SM9e957b126a4b0f02
BL89d13da9a928e0c8,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM0a478a5553591a3c,2023-09-02T05:39:41.619Z,-0.0225,USD,SMS charge for SM0a478a5553591a3c
BLe1574dd81234ac13,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM99828af9dafe4ff3,2024-05-06T07:17:41.718Z,-0.0075,USD,SMS charge for SM99828af9dafe4ff3
BL485fbfb58830f9f6,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMab50cd8168ca7f05,2024-10-22T09:19:37.115Z,-0.0150,USD,SMS charge for SMab50cd8168ca7f05
BLe16bc10ee308538b,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMbb65de73e53a525f,2023-05-28T20:14:02.137Z,-0.0075,USD,SMS charge for SMbb65de73e53a525f
BL51886c4c1b630868,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM5d6fef5452770b0a,2025-01-03T02:38:41.954Z,-0.0150,USD,SMS charge for SM5d6fef5452770b0a
BL0d911a01a7951c32,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM449b55ac61fa5319,2024-02-21T08:42:45.788Z,-0.0150,USD,SMS charge for SM449b55ac61fa5319
BLcdf3386f46190230,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM4151cdedddfaa562,2025-03-04T16:18:22.188Z,-0.0075,USD,SMS charge for SM4151cdedddfaa562
BLdbb6336e54bf0446,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMe2926b84c868d172,2025-09-16T21:46:06.023Z,-0.0150,USD,SMS charge for SMe2926b84c868d172
BLdd105a8fb30b2fd2,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM1b03351bdf3a56fe,2024-07-10T11:31:50.169Z,-0.0075,USD,SMS charge for SM1b03351bdf3a56fe
BL383e64e4b444ffd0,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM0be72394d7794b55,2026-03-16T18:48:42.107Z,-0.0225,USD,SMS charge for SM0be72394d7794b55
BLa454374cb52ff265,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM31d8b0cf23f5b5c8,2023-09-17T15:03:33.291Z,-0.0150,USD,SMS charge for SM31d8b0cf23f5b5c8
BL56c080aa25c1935d,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM460ac1c6e4236d02,2024-04-29T22:55:08.116Z,-0.0225,USD,SMS charge for SM460ac1c6e4236d02
BLe41d1ef1054782e4,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMb6ee1f3dc09a2256,2023-07-26T09:39:25.170Z,-0.0225,USD,SMS charge for SMb6ee1f3dc09a2256
BLa7057319cf60ffda,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMf8309b577c577219,2024-04-12T23:03:39.794Z,-0.0150,USD,SMS charge for SMf8309b577c577219
BL223c2bffb4e405fa,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM4901079e811b29fa,2023-07-16T14:30:50.585Z,-0.0150,USD,SMS charge for SM4901079e811b29fa
BL0c191077be2c0264,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM8838930d6e62380c,2025-10-01T07:34:05.114Z,-0.0150,USD,SMS charge for SM8838930d6e62380c
BLc1c44f18adf81be0,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM5c65e163bb83debf,2023-05-22T19:37:54.302Z,-0.0225,USD,SMS charge for SM5c65e163bb83debf
BL0d2f7f257764b533,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM578b0b88d8a86660,2023-06-15T17:29:01.252Z,-0.0075,USD,SMS charge for SM578b0b88d8a86660
BL7b499769877abb4e,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM7b46c04440b4cdd5,2025-03-09T15:14:43.253Z,-0.0225,USD,SMS charge for SM7b46c04440b4cdd5
BL72ad8a69bad4baa2,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMc0e2181dfd48f62f,2025-07-31T03:55:41.879Z,-0.0225,USD,SMS charge for SMc0e2181dfd48f62f
BL457a4b417e13b8e7,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMc059377f210e79cd,2025-12-27T13:45:14.498Z,-0.0225,USD,SMS charge for SMc059377f210e79cd
BLb41b75ad3d5772bf,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM59712222a69fefc6,2026-01-07T03:20:48.232Z,-0.0075,USD,SMS charge for SM59712222a69fefc6
BL51d11872397c67c5,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM802449064b72912f,2025-04-21T07:06:21.260Z,-0.0075,USD,SMS charge for SM802449064b72912f
BLa1d31cdcaa405c27,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM7a9981760e680d49,2024-05-26T12:53:32.730Z,-0.0150,USD,SMS charge for SM7a9981760e680d49
BL8b0367f8337df5ff,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMc88020abc2a00387,2023-12-26T19:46:02.744Z,-0.0075,USD,SMS charge for SMc88020abc2a00387
BL42f2b2570ed5b2a9,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMb2f3599c5f8b4b1f,2023-06-16T00:55:06.886Z,-0.0075,USD,SMS charge for SMb2f3599c5f8b4b1f
BL10d587c71d94526d,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM934109fda95f244c,2025-03-22T22:30:28.361Z,-0.0225,USD,SMS charge for SM934109fda95f244c
BLf5bad5a2ef30fca0,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM4edbf496152a21dd,2024-07-25T01:34:05.429Z,-0.0075,USD,SMS charge for SM4edbf496152a21dd
BL8dab4243e46dd1cd,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM91907ec2e93e57cb,2023-11-22T15:59:50.542Z,-0.0075,USD,SMS charge for SM91907ec2e93e57cb
BLc05a7e96667e04cc,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM61170a72c680fdf0,2023-05-19T02:36:32.320Z,-0.0225,USD,SMS charge for SM61170a72c680fdf0
BL862d1f6bfc299d3e,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMa025b657a338ed1a,2025-07-27T23:26:03.722Z,-0.0075,USD,SMS charge for SMa025b657a338ed1a
BL622dbc2ea8782b7f,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMb897bab1b73ef865,2024-01-01T08:41:38.130Z,-0.0150,USD,SMS charge for SMb897bab1b73ef865
BL838a7b71112353fd,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMa9d2c37da566694a,2025-05-14T16:42:13.734Z,-0.0150,USD,SMS charge for SMa9d2c37da566694a
BLbd3538f4f9908626,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMcf25c85f23a1f005,2024-06-19T01:43:58.340Z,-0.0150,USD,SMS charge for SMcf25c85f23a1f005
BLe073724b61ce788c,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM43927fdcfe30dd9a,2024-03-18T22:59:39.069Z,-0.0225,USD,SMS charge for SM43927fdcfe30dd9a
BL8419d5828aa548a2,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMd54d2917ef8c4591,2024-07-22T20:43:48.239Z,-0.0150,USD,SMS charge for SMd54d2917ef8c4591
BL0984a942f849024d,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMeabc04f38d2711d5,2023-06-05T18:50:28.338Z,-0.0150,USD,SMS charge for SMeabc04f38d2711d5
BL9622c8a1cf660066,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMa0bc48dedd9af0c5,2025-01-09T15:43:26.569Z,-0.0075,USD,SMS charge for SMa0bc48dedd9af0c5
BLe7cb583309554398,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM9ef056147c8f9194,2024-11-01T05:07:26.532Z,-0.0225,USD,SMS charge for SM9ef056147c8f9194
BL4f4a05b748b0f741,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMc6cfea447f32d8d5,2025-08-19T15:25:12.250Z,-0.0225,USD,SMS charge for SMc6cfea447f32d8d5
BLe441945a60810cca,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMd8e293acc2ed09c7,2023-10-04T08:45:26.769Z,-0.0225,USD,SMS charge for SMd8e293acc2ed09c7
BL013e80bd43f81f5f,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM388d66930e6d157b,2025-09-01T01:40:47.427Z,-0.0075,USD,SMS charge for SM388d66930e6d157b
BL9d3c4a1b06889770,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM1663ca61b97fac3d,2026-04-05T04:14:32.407Z,-0.0225,USD,SMS charge for SM1663ca61b97fac3d
BL301cfa9b6b8dff97,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM019c2ab895cad11c,2025-02-19T02:50:51.122Z,-0.0150,USD,SMS charge for SM019c2ab895cad11c
BLad045d773abc6afe,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM28c9e717a0e2c3e6,2025-05-16T17:10:01.431Z,-0.0150,USD,SMS charge for SM28c9e717a0e2c3e6
BL1ad1bc996e5a48a4,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM57278a7b96779bca,2024-01-20T02:08:28.348Z,-0.0075,USD,SMS charge for SM57278a7b96779bca
BL9370f3266d52ecd9,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM64d117237f3b6b26,2024-06-02T03:00:25.836Z,-0.0225,USD,SMS charge for SM64d117237f3b6b26
BLe1b01af529bb7db4,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM2db0e5161dceb308,2026-01-14T18:54:42.024Z,-0.0150,USD,SMS charge for SM2db0e5161dceb308
BLf177485c57e78efe,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMa399741569156413,2024-06-11T11:47:12.853Z,-0.0150,USD,SMS charge for SMa399741569156413
BL74d6a38b7ee9b6bf,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM666f60ed514d0373,2026-03-30T02:59:18.522Z,-0.0150,USD,SMS charge for SM666f60ed514d0373
BLbdc30c9f4a511093,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM0df13ed0f4322e5e,2024-07-26T10:28:31.848Z,-0.0150,USD,SMS charge for SM0df13ed0f4322e5e
BL4cfc1e62430755ed,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM36ab004d1e069382,2023-12-11T11:40:02.770Z,-0.0150,USD,SMS charge for SM36ab004d1e069382
BL97304d9a360790d3,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMe4d9d30f1d789a0c,2024-04-27T00:34:03.183Z,-0.0150,USD,SMS charge for SMe4d9d30f1d789a0c
BLed60956e5ad0458d,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM3c673721ec1a4cb7,2025-04-21T14:50:25.689Z,-0.0150,USD,SMS charge for SM3c673721ec1a4cb7
BL6b9c7f0d6020e883,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMf32e61a2c7bed83d,2025-03-01T02:27:58.656Z,-0.0075,USD,SMS charge for SMf32e61a2c7bed83d
BL15e13bb79ae12cba,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM1ff9ca17beb05b28,2023-09-20T04:12:34.989Z,-0.0075,USD,SMS charge for SM1ff9ca17beb05b28
BLbe6d1834d600f67f,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMcafadeee8ffd9a85,2026-02-22T00:31:21.702Z,-0.0075,USD,SMS charge for SMcafadeee8ffd9a85
BL33c38f2ead6bd99b,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMc7a2393910ca3a13,2024-10-28T18:40:37.417Z,-0.0075,USD,SMS charge for SMc7a2393910ca3a13
BL6977375b75d06d12,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM97c8cece68ae1b45,2024-12-26T07:52:33.933Z,-0.0225,USD,SMS charge for SM97c8cece68ae1b45
BLa783eaa81e0e26e9,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMf961b0da9c2d62fd,2024-11-14T03:52:22.156Z,-0.0225,USD,SMS charge for SMf961b0da9c2d62fd
BLad7d24b0e7df9095,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SM3089d3759e6955f0,2024-09-08T21:37:00.723Z,-0.0150,USD,SMS charge for SM3089d3759e6955f0
BL313125948f00c634,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMc45d5e61f31bf823,2024-01-25T16:38:11.914Z,-0.0075,USD,SMS charge for SMc45d5e61f31bf823
BL1ce5aedc886a5c5e,ACcabbc8db28677d7319eb5d87ff2e7562,Message,SMc835b0df0e4d35d9,2026-03-05T09:17:37.675Z,-0.0225,USD,SMS charge for SMc835b0df0e4d35d9
